colClues,difficulty,number,rowClues,sizeCol,sizeRow,solution,title
"0 ,0 ,0 ,4,0 ,0 ,0 ,7,0 ,5,3,1,2,2,2,3,0 ,4,3,3,0 ,3,3,2,0 ,3,2,3,0 ,4,4,2,2,4,2,2,0 ,4,3,2,0 ,0 ,10,3,0 ,2,6,4,0 ,0 ,3,4,0 ,0 ,0 ,11,0 ,0 ,0 ,9",10-Apr,2945,"0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,5,4,2,3,5,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,3,4,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,4,5,4,3,2,2,2,2,3,5,3,3,0 ,2,0 ,4,6,3,2,2,2,2,2,2,3,4,4,10,6,2",15,15,http://static.nonograms.org/files/nonograms/large/zmeya3_12_1_1p.png,Snake
"0 ,0 ,6,0 ,0 ,10,0 ,2,2,0 ,1,1,1,2,1,2,6,2,0 ,0 ,10,0 ,11,3,0 ,0 ,14,0 ,0 ,14,0 ,0 ,14,0 ,0 ,13,0 ,0 ,13,0 ,0 ,11,0 ,0 ,9",10-Mar,2939,"4,2,1,2,2,2,2,2,2,1,2,4,0 ,0 ,0 ,6,9,9,10,10,11,11,10,10,9,10,6,6,4,1",15,15,http://static.nonograms.org/files/nonograms/large/chaynik9_12_1_1p.png,Teapot
"0 ,0 ,0 ,0 ,15,0 ,3,1,1,3,0 ,2,1,1,2,2,1,1,1,2,0 ,2,2,4,2,0 ,2,3,3,2,0 ,0 ,2,5,2,0 ,0 ,1,3,1,0 ,2,2,2,2,0 ,2,2,2,2,2,1,1,1,2,0 ,2,1,1,2,2,1,1,1,2,2,1,3,1,3,0 ,0 ,0 ,0 ,15",10-Mar,2942,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,2,1,3,0 ,0 ,0 ,0 ,0 ,2,7,0 ,1,6,2,4,1,5,2,6,1,0 ,7,2,1,7,15,1,6,1,2,3,2,1,6,1,15,7,2",15,15,http://static.nonograms.org/files/nonograms/large/pesochnie_chasi_12_1_1p.png,Hourglass
"0 ,0 ,0 ,15,0 ,0 ,5,5,0 ,0 ,3,3,0 ,0 ,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,0 ,0 ,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0 ,3,5,3,0 ,0 ,5,5,0 ,0 ,0 ,15",10-Feb,2951,"0 ,0 ,0 ,0 ,2,1,0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,4,4,1,1,1,4,4,2,0 ,0 ,0 ,0 ,5,3,2,2,2,1,1,1,2,2,2,3,5,0 ,15,5,3,2,2,1,1,1,1,1,2,2,3,5,15",15,15,http://static.nonograms.org/files/nonograms/large/ulibka_12_1_1p.png,Smile
"0 ,0 ,3,3,2,2,2,2,0 ,1,7,1,0 ,0 ,0 ,13,0 ,3,3,3,0 ,0 ,0 ,12,0 ,0 ,4,3,0 ,3,3,2,0 ,0 ,4,2,0 ,0 ,9,2,0 ,0 ,0 ,14,0 ,0 ,0 ,15,0 ,0 ,0 ,15,0 ,0 ,0 ,14,0 ,0 ,2,9",10-Mar,2936,"0 ,0 ,3,0 ,0 ,0 ,3,4,4,4,3,0 ,1,2,0 ,0 ,0 ,4,2,1,7,1,1,1,1,1,7,6,5,3,4,5,4,12,12,7,6,6,6,6,6,7,4,5,4",15,15,http://static.nonograms.org/files/nonograms/large/medved6_12_1_1p.png,Bear
"0 ,0 ,0 ,3,5,0 ,1,3,2,1,0 ,1,2,2,3,0 ,0 ,0 ,3,1,0 ,1,3,3,1,0 ,1,3,3,1,0 ,1,1,3,3,0 ,2,1,3,1,1,1,1,1,1,0 ,0 ,1,7,1,0 ,1,2,2,1,1,1,3,1,2,0 ,2,1,1,2,0 ,0 ,0 ,4,3,0 ,0 ,0 ,0 ,6",10-May,2743,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,0 ,1,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,3,1,3,1,2,1,1,0 ,0 ,0 ,1,1,1,2,2,1,4,1,2,2,1,1,1,0 ,3,5,2,1,4,1,2,1,1,1,3,2,1,6,2,6,2,1,4,2,1,1,1,1,1,1,1,2,2,4",15,15,http://static.nonograms.org/files/nonograms/large/buldog_12_1_1p.png,Bulldog
"0 ,0 ,0 ,5,0 ,0 ,0 ,7,0 ,0 ,2,5,0 ,0 ,3,4,2,1,1,4,0 ,1,2,3,0 ,0 ,0 ,11,0 ,0 ,1,8,0 ,0 ,0 ,9,0 ,0 ,0 ,9,0 ,0 ,0 ,11,2,2,2,2,0 ,0 ,2,2,0 ,1,3,7,5,3,2,2",10-Mar,2933,"0 ,0 ,2,2,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,6,2,1,3,5,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,2,2,3,7,6,5,6,12,10,8,0 ,0 ,0 ,1,3,1,1,2,1,2,1,2,1,2,2,7,5,2",15,15,http://static.nonograms.org/files/nonograms/large/orel2_12_1_1p.png,Eagle
"0 ,0 ,0 ,0 ,15,0 ,0 ,0 ,5,5,0 ,0 ,3,1,3,0 ,2,1,2,2,0 ,2,3,1,2,0 ,0 ,1,5,1,0 ,0 ,1,3,1,0 ,0 ,1,4,1,0 ,1,2,6,1,1,3,1,4,1,2,4,1,1,2,0 ,0 ,2,6,2,0 ,0 ,3,6,3,0 ,0 ,0 ,5,9,0 ,0 ,0 ,0 ,15",10-Mar,2931,"0 ,0 ,0 ,2,2,1,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,3,7,1,2,1,0 ,2,2,0 ,0 ,0 ,0 ,5,2,3,3,3,1,2,3,1,2,2,3,5,0 ,15,5,3,2,2,1,10,4,4,7,3,2,3,5,15",15,15,http://static.nonograms.org/files/nonograms/large/volk6_12_1_1p.png,Wolf
"0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,7,0 ,0 ,2,1,2,0 ,0 ,2,1,2,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,2,8,0 ,0 ,3,5,2,4,1,1,1,3,0 ,0 ,0 ,3,5,0 ,0 ,0 ,4,4,0 ,0 ,0 ,0 ,6,0 ,0 ,2,6,2,0 ,0 ,0 ,6,7,0 ,0 ,0 ,5,6,0 ,0 ,0 ,3,3",10-Apr,2930,"0 ,0 ,0 ,3,5,2,2,0 ,2,2,5,4,0 ,0 ,0 ,2,3,4,3,2,4,3,8,3,4,3,2,3,3,2,2,4,4,3,3,4,3,2,4,5,2,3,4,4,2",15,15,http://static.nonograms.org/files/nonograms/large/cherep_12_1_1p.png,Skull
"0 ,0 ,9,0 ,0 ,11,0 ,0 ,13,0 ,1,11,1,3,4,1,2,3,1,2,2,5,1,2,4,3,2,4,5,3,0 ,0 ,15,0 ,3,9,0 ,1,7,0 ,0 ,5,0 ,0 ,4",10-Apr,2917,"0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,1,1,2,2,7,6,5,4,4,4,5,4,0 ,0 ,9,5,5,4,1,3,5,7,6,6,5,5,1,11,9",15,15,http://static.nonograms.org/files/nonograms/large/maska2_12_1_1p.png,Mask
"0 ,0 ,0 ,3,8,1,0 ,0 ,1,5,1,1,0 ,1,1,1,5,1,0 ,0 ,0 ,0 ,5,1,0 ,0 ,0 ,2,4,3,0 ,0 ,0 ,3,4,2,0 ,0 ,0 ,0 ,7,1,0 ,0 ,7,1,1,1,0 ,3,3,2,2,1,3,1,1,1,1,1,0 ,4,2,2,2,1,0 ,0 ,1,2,3,2,0 ,1,1,2,1,2,0 ,0 ,1,3,2,3,0 ,0 ,0 ,1,3,4",10-Apr,2195,"0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,5,0 ,0 ,2,1,1,0 ,2,7,1,1,1,5,0 ,3,2,0 ,0 ,1,2,1,0 ,8,1,7,2,5,2,2,2,1,4,4,1,4,2,1,1,1,1,5,2,1,9,3,1,3,1,1,2,4,12",15,15,http://static.nonograms.org/files/nonograms/large/inoplanetyanin_12_1_1p.png,Alien
"0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,4,4,0 ,0 ,1,1,4,0 ,0 ,0 ,5,6,0 ,0 ,1,2,4,0 ,0 ,0 ,1,8,0 ,0 ,0 ,1,5,0 ,0 ,0 ,0 ,7,0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,4,2,1,1,1,1,0 ,0 ,0 ,0 ,15,0 ,0 ,0 ,0 ,15",10-Mar,2921,"0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,5,8,9,4,3,6,3,4,4,4,3,2,6,12,2,2,2,3,2,3,2,2,2,2,3,2,3",15,15,http://static.nonograms.org/files/nonograms/large/krokodil7_12_1_1p.png,Crocodile
"0 ,0 ,1,1,5,0 ,1,1,2,2,0 ,1,1,2,2,1,1,1,3,1,0 ,1,1,1,1,0 ,0 ,1,5,1,0 ,0 ,0 ,3,9,0 ,0 ,0 ,4,2,0 ,0 ,0 ,3,2,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,0 ,13,1,1,1,1,1,0 ,0 ,0 ,0 ,14",10-Apr,2918,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,1,0 ,1,0 ,2,0 ,0 ,0 ,0 ,0 ,4,2,0 ,1,2,2,1,2,2,1,0 ,2,0 ,5,3,7,2,6,2,2,2,4,2,2,2,6,2,5,1,1,1,1,4,1,4,1,4,1,4,1,4,1,1",15,15,http://static.nonograms.org/files/nonograms/large/chaynik7_12_1_1p.png,Kettle
"0 ,0 ,0 ,4,0 ,0 ,2,1,0 ,0 ,0 ,12,3,2,1,2,0 ,0 ,4,2,0 ,0 ,0 ,15,0 ,1,2,1,2,1,2,1,0 ,6,2,3,0 ,4,6,1,0 ,4,6,1,0 ,4,2,1,0 ,4,2,1,0 ,0 ,3,1,0 ,0 ,0 ,13",10-Mar,2910,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,4,4,1,1,3,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,3,2,0 ,0 ,4,5,1,1,1,2,2,6,6,2,2,1,1,0 ,11,7,7,11,1,1,1,1,1,1,1,1,1,1,10",15,15,http://static.nonograms.org/files/nonograms/large/aptechka_12_1_1p.png,Medical kit
"0 ,0 ,0 ,3,5,0 ,0 ,1,2,2,0 ,0 ,2,2,1,0 ,0 ,0 ,3,3,0 ,2,2,2,4,0 ,1,1,1,5,0 ,0 ,0 ,0 ,14,0 ,0 ,2,5,3,0 ,1,2,1,3,1,1,1,2,5,0 ,1,1,1,7,0 ,0 ,0 ,2,7,0 ,0 ,7,1,2,0 ,1,1,2,1,0 ,0 ,2,2,1",10-Apr,2909,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,3,1,2,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,1,3,2,2,0 ,0 ,2,0 ,3,0 ,2,0 ,1,4,2,1,2,1,2,0 ,2,3,1,3,1,8,3,5,2,1,1,3,1,1,13,6,2,10,2,10,2,4",15,15,http://static.nonograms.org/files/nonograms/large/pchela2_12_1_1p.png,Bee
"0 ,0 ,0 ,2,2,0 ,0 ,0 ,2,2,0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,4,6,0 ,0 ,0 ,2,6,0 ,2,1,1,3,0 ,0 ,0 ,2,8,0 ,0 ,1,1,3,0 ,0 ,1,1,3,1,1,1,1,3,0 ,0 ,2,2,2,0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1",10-May,2913,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,1,1,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,5,2,1,1,3,1,6,0 ,2,2,1,0 ,2,3,2,5,4,1,1,1,1,2,12,4,4,5,5",15,15,http://static.nonograms.org/files/nonograms/large/korova4_12_1_1p.png,Cow
"0 ,0 ,0 ,6,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,0 ,6,0 ,0 ,4,6,1,1,1,2,0 ,0 ,0 ,15,0 ,0 ,6,6,0 ,5,3,5,4,1,1,4,4,1,1,4,4,1,1,4,0 ,5,3,5,0 ,0 ,6,6,0 ,0 ,0 ,15",10-Mar,2900,"0 ,0 ,0 ,0 ,0 ,1,3,1,1,5,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,1,1,2,2,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,3,3,1,1,1,3,3,1,1,2,5,9,10,9,11,3,2,1,1,1,2,3,12,12,9,9",15,15,http://static.nonograms.org/files/nonograms/large/fotoapparat5_12_1_1p.png,Camera
"0 ,0 ,1,1,1,5,0 ,0 ,1,1,1,7,0 ,1,1,1,1,3,1,1,1,2,1,2,0 ,0 ,2,2,1,1,0 ,0 ,0 ,3,1,1,0 ,0 ,0 ,0 ,1,4,0 ,0 ,0 ,1,1,2,0 ,0 ,0 ,1,3,1,0 ,1,3,1,1,1,0 ,1,1,3,1,1,0 ,0 ,4,1,1,1,0 ,0 ,0 ,0 ,1,6,0 ,0 ,0 ,1,4,1,0 ,0 ,0 ,0 ,1,5",10-Apr,3414,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,2,0 ,0 ,4,0 ,0 ,0 ,4,0 ,5,0 ,0 ,4,1,2,1,3,4,2,0 ,0 ,2,4,2,1,1,1,1,1,1,1,1,3,1,0 ,5,2,4,3,1,1,1,1,5,3,3,3,6,1,5",15,15,http://static.nonograms.org/files/nonograms/large/sadovnik_s_vilami_12_1_1p.png,Farmer with a pitchfork
"0 ,0 ,4,0 ,2,2,2,1,2,4,1,2,3,2,2,2,2,3,2,2,4,2,2,6,2,2,8,0 ,2,12,1,10,1,2,8,2,2,6,2,0 ,2,2,0 ,0 ,9",10-Apr,2903,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,2,1,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,3,2,2,2,2,3,0 ,1,0 ,0 ,0 ,1,2,2,2,4,6,4,5,5,6,6,6,8,6,0 ,3,2,2,2,1,1,1,1,1,1,1,2,2,2,7",15,15,http://static.nonograms.org/files/nonograms/large/utka3_12_1_1p.png,Duck
"0 ,0 ,0 ,3,0 ,3,2,1,1,2,1,1,1,2,2,2,2,2,1,1,0 ,2,3,2,0 ,2,2,1,0 ,0 ,2,3,0 ,0 ,2,1,0 ,0 ,0 ,10,0 ,0 ,6,7,0 ,6,2,2,2,2,2,2,0 ,2,2,6,0 ,0 ,6,4",10-Apr,2904,"0 ,0 ,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,0 ,0 ,0 ,0 ,0 ,2,1,4,0 ,0 ,0 ,4,2,2,2,2,2,2,5,3,3,3,2,2,0 ,0 ,4,5,1,1,8,7,2,1,4,5,6,2,2,6,4",15,15,http://static.nonograms.org/files/nonograms/large/nozhnici_12_1_1p.png,Scissors
"0 ,0 ,1,4,0 ,3,2,2,2,1,1,2,0 ,1,2,2,0 ,0 ,3,1,0 ,3,3,2,1,1,3,1,2,1,5,1,1,2,2,3,0 ,2,2,2,0 ,2,2,2,0 ,0 ,2,2,2,1,1,1,1,2,3,1,4,3,1,3",10-May,3413,"0 ,2,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,3,0 ,0 ,3,2,1,0 ,0 ,2,0 ,0 ,0 ,0 ,2,3,1,0 ,1,1,1,2,1,0 ,2,2,3,0 ,2,2,2,2,2,2,2,2,2,4,2,1,4,2,0 ,3,1,1,2,3,1,1,2,1,3,3,1,3,1,4",15,15,http://static.nonograms.org/files/nonograms/large/molotok_i_gvozdi_12_1_1p.png,Hammer and nails
"0 ,0 ,0 ,1,4,0 ,0 ,0 ,3,1,0 ,0 ,0 ,1,4,0 ,0 ,2,1,2,0 ,0 ,5,1,3,1,1,5,1,1,0 ,0 ,1,1,1,0 ,1,2,1,1,0 ,0 ,2,5,2,0 ,0 ,0 ,3,2,0 ,0 ,3,3,3,0 ,0 ,0 ,1,9,0 ,0 ,0 ,1,4,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,5",10-Jun,3390,"0 ,0 ,0 ,0 ,0 ,1,1,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,1,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,2,2,1,1,1,0 ,2,0 ,0 ,2,4,2,1,1,2,2,2,2,5,1,4,1,0 ,7,2,2,5,2,2,2,1,3,2,2,3,3,2,1",15,15,http://static.nonograms.org/files/nonograms/large/utenok2_12_1_1p.png,Duckling
"0 ,1,11,1,0 ,0 ,0 ,9,2,1,1,2,0 ,0 ,4,4,0 ,0 ,3,3,3,2,2,3,3,3,3,3,4,1,1,4,0 ,4,1,4,3,1,1,3,0 ,4,5,4,4,1,1,4,2,1,1,2,0 ,0 ,0 ,9,0 ,1,11,1",10-Mar,2938,"0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,1,3,2,2,2,2,2,3,1,0 ,0 ,0 ,1,0 ,1,2,1,3,2,1,2,3,1,2,1,0 ,1,11,0 ,9,2,1,1,2,1,2,1,1,2,9,0 ,11,1,11,1,2,3,2,2,2,2,2,3,2,1,11,1",15,15,http://static.nonograms.org/files/nonograms/large/cherep2_12_1_1p.png,Skull
"0 ,0 ,0 ,9,0 ,0 ,0 ,11,0 ,0 ,3,8,0 ,4,3,3,0 ,0 ,3,3,0 ,2,3,3,0 ,3,2,3,3,1,1,1,1,1,1,1,0 ,1,2,1,0 ,2,1,2,0 ,2,5,1,0 ,1,3,2,0 ,0 ,3,3,0 ,0 ,5,4",10-May,3388,"0 ,0 ,0 ,0 ,2,2,0 ,0 ,4,0 ,3,0 ,0 ,0 ,0 ,0 ,6,8,0 ,1,1,0 ,4,1,4,1,0 ,0 ,0 ,2,0 ,2,1,5,1,1,3,3,1,1,1,5,6,6,2,5,1,2,3,2,1,1,2,2,2,2,1,3,5,2",15,15,http://static.nonograms.org/files/nonograms/large/ulibka2_12_1_1p.png,Smile
"0 ,0 ,3,2,0 ,2,1,2,1,1,1,3,2,1,2,1,0 ,3,2,1,0 ,3,2,1,0 ,4,2,1,0 ,1,7,1,0 ,1,4,1,0 ,1,1,1,2,5,1,1,1,2,2,1,4,2,1,1,0 ,1,2,1,0 ,0 ,1,4",10-Apr,3362,"0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,0 ,1,2,1,2,0 ,0 ,0 ,0 ,2,0 ,0 ,5,2,5,1,2,1,2,2,3,0 ,0 ,2,1,10,1,1,3,1,11,2,3,5,1,1,2,2,1,1,2,1",15,15,http://static.nonograms.org/files/nonograms/large/ribak6_12_1_1p.png,Fisherman
"0 ,0 ,0 ,7,0 ,0 ,0 ,1,0 ,0 ,0 ,4,0 ,0 ,0 ,8,0 ,0 ,2,1,0 ,0 ,1,1,0 ,0 ,0 ,13,0 ,0 ,13,1,0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,2,4,1,5,2,2,2,0 ,0 ,5,3,0 ,0 ,0 ,5,0 ,0 ,0 ,2",10-Apr,3377,"0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,1,0 ,0 ,0 ,0 ,1,2,0 ,1,1,1,1,1,2,2,2,4,0 ,0 ,0 ,1,1,3,2,2,2,2,2,2,2,2,2,5,1,0 ,1,1,5,5,3,1,2,2,1,1,2,2,1,2,5",15,15,http://static.nonograms.org/files/nonograms/large/utyug_12_1_1p.png,Iron
"0 ,0 ,3,4,0 ,1,1,1,0 ,0 ,0 ,5,0 ,0 ,1,1,0 ,0 ,2,4,0 ,0 ,0 ,7,0 ,0 ,1,5,0 ,0 ,0 ,6,0 ,0 ,0 ,10,0 ,1,7,2,0 ,3,4,4,0 ,1,3,5,0 ,0 ,2,8,0 ,1,3,6,1,1,1,3",10-Apr,3000,"0 ,0 ,0 ,1,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,1,8,1,0 ,6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,1,1,1,8,2,1,5,3,0 ,0 ,0 ,0 ,1,2,2,2,1,2,1,10,1,2,4,5,5,6,6",15,15,http://static.nonograms.org/files/nonograms/large/nasekomoe2_12_1_1p.png,Insect
"0 ,0 ,1,7,1,1,2,5,0 ,1,3,4,0 ,3,2,3,0 ,0 ,5,2,0 ,3,2,1,0 ,4,4,1,0 ,5,4,1,2,2,4,1,1,3,2,1,0 ,4,2,1,0 ,4,1,1,0 ,0 ,3,9,0 ,0 ,3,3,0 ,0 ,2,3",10-May,3211,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,2,0 ,0 ,1,2,3,1,2,3,0 ,0 ,0 ,1,1,1,3,6,0 ,6,1,1,5,5,3,4,0 ,5,3,4,7,2,3,9,2,1,1,3,3,3,1,13,1",15,15,http://static.nonograms.org/files/nonograms/large/skvorechnik2_12_1_1p.png,Birdhouse
"0 ,0 ,0 ,0 ,6,0 ,1,2,2,1,0 ,0 ,0 ,3,4,0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,7,0 ,0 ,1,1,1,0 ,0 ,2,1,2,0 ,0 ,3,1,3,1,1,1,1,1,0 ,0 ,2,1,2,0 ,0 ,3,3,3,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,1",10-Apr,2993,"0 ,0 ,0 ,0 ,0 ,3,0 ,3,2,1,2,2,0 ,0 ,0 ,0 ,2,2,1,1,1,1,1,1,1,2,2,2,0 ,0 ,6,3,3,2,2,4,13,4,2,2,3,3,6,2,2",15,15,http://static.nonograms.org/files/nonograms/large/yakor2_12_1_1p.png,Anchor
"0 ,0 ,0 ,4,0 ,3,1,3,1,1,2,3,0 ,2,1,5,0 ,1,2,4,0 ,0 ,1,2,0 ,0 ,2,3,0 ,0 ,1,4,0 ,3,3,1,3,1,5,1,5,1,5,1,0 ,5,1,7,0 ,0 ,7,5,0 ,0 ,5,3,0 ,0 ,0 ,3",10-Apr,2990,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,5,1,0 ,2,1,0 ,0 ,3,1,0 ,0 ,0 ,4,3,1,1,2,3,1,1,4,4,1,1,0 ,3,5,7,9,5,2,3,2,3,7,7,7,5,2,3",15,15,http://static.nonograms.org/files/nonograms/large/vishnya4_12_1_1p.png,Cherry
"0 ,0 ,0 ,1,0 ,0 ,1,1,0 ,0 ,0 ,1,0 ,0 ,1,1,0 ,0 ,3,1,0 ,0 ,2,4,0 ,2,2,3,0 ,0 ,3,3,0 ,2,3,2,0 ,0 ,9,1,0 ,3,3,5,0 ,3,2,2,2,2,3,1,0 ,0 ,5,7,2,4,2,4",10-Mar,2989,"0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,1,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,2,5,3,1,4,0 ,1,0 ,0 ,0 ,0 ,1,2,1,1,1,1,4,3,2,0 ,2,2,1,0 ,1,2,2,7,2,6,1,1,4,3,9,2,3,2,1",15,15,http://static.nonograms.org/files/nonograms/large/yolka_12_1_1p.png,Christmas tree
"0 ,0 ,0 ,4,0 ,0 ,3,7,1,1,5,2,0 ,1,4,1,2,2,2,1,0 ,0 ,7,1,0 ,0 ,6,3,0 ,0 ,4,4,0 ,0 ,0 ,8,0 ,0 ,0 ,9,0 ,0 ,0 ,10,0 ,3,1,3,0 ,3,2,2,0 ,0 ,2,3,0 ,0 ,0 ,3",10-Mar,2987,"0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,5,0 ,0 ,1,2,0 ,0 ,0 ,1,2,0 ,0 ,6,3,0 ,4,3,2,4,6,0 ,0 ,4,2,2,2,3,2,4,14,2,3,7,3,2,11,7",15,15,http://static.nonograms.org/files/nonograms/large/slon9_12_1_1p.png,Elephant
"0 ,0 ,0 ,5,0 ,0 ,0 ,6,0 ,0 ,2,3,3,1,1,3,1,1,2,3,2,2,1,4,0 ,0 ,5,9,0 ,3,4,3,1,2,1,2,1,3,1,1,2,1,3,2,0 ,2,2,3,0 ,0 ,1,8,0 ,0 ,1,6,0 ,0 ,1,6",10-Apr,2988,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,3,2,2,0 ,0 ,0 ,0 ,0 ,0 ,5,1,0 ,2,1,3,1,2,2,3,7,7,0 ,0 ,2,2,9,5,3,2,1,3,3,3,10,5,4,6,3",15,15,http://static.nonograms.org/files/nonograms/large/pevica3_12_1_1p.png,Vocalist
